categoryA,categoryC,featureD,featureE,featureF,compositionC,unit,result
1,616,122.299437237519,30.8319059046492,0.0,26.0,15,0.0002228729618653
134,616,122.299437237519,30.8319059046492,0.0,26.0,17,0.6168642921414905
134,1341,122.299437237519,30.8319059046492,2.0,26.0,17,0.5758213701542118
134,1851,122.299437237519,30.8319059046492,2.0,26.0,17,0.5546572331197529
0,1925,122.299437237519,30.8319059046492,0.0,26.0,14,0.0769965088573959
0,287,122.299437237519,30.8319059046492,0.0,26.0,14,0.1208073399468556
134,287,122.299437237519,30.8319059046492,0.0,26.0,17,0.5883961698996548
90,287,122.299437237519,30.8319059046492,0.0,26.0,1,0.0114105705285264
12,2146,122.299437237519,30.8319059046492,2.0,26.0,0,0.0961675884536707
1,1362,122.299437237519,30.8319059046492,0.0,26.0,15,0.000189715972146
134,199,122.299437237519,30.8319059046492,0.0,26.0,17,0.5120309514772123
2,2176,122.299437237519,30.8319059046492,4.0,26.0,13,0.0206013239745643
49,2176,122.299437237519,30.8319059046492,4.0,26.0,13,0.016823552605982
90,1198,93.6771974435832,15.047884084971097,0.0,14.0,1,0.0019180959047952
62,452,93.6771974435832,15.047884084971097,4.0,14.0,11,1.4165721591471917e-06
67,452,93.6771974435832,15.047884084971097,4.0,14.0,11,1.4165721591471917e-06
113,452,93.6771974435832,15.047884084971097,4.0,14.0,11,1.4165721591471917e-06
148,452,93.6771974435832,15.047884084971097,4.0,14.0,11,0.0001772033599842
2,2149,93.6771974435832,15.047884084971097,0.0,14.0,13,0.0366990215745775
145,2149,93.6771974435832,15.047884084971097,0.0,14.0,18,0.0002580066945947
58,91,122.299437237519,30.8319059046492,2.0,26.0,11,0.0003189668985529
156,91,122.299437237519,30.8319059046492,2.0,26.0,2,0.5422017167381974
1,1600,122.299437237519,30.8319059046492,5.0,26.0,15,0.0004084537616312
49,302,93.6771974435832,15.047884084971097,4.0,14.0,13,0.026156802819494
112,302,93.6771974435832,15.047884084971097,4.0,14.0,0,0.016525494355633
123,302,93.6771974435832,15.047884084971097,4.0,14.0,16,0.3344875581355874
35,452,93.6771974435832,15.047884084971097,4.0,14.0,11,3.543025237676877e-06
20,452,93.6771974435832,15.047884084971097,4.0,14.0,11,1.4165721591471917e-06
127,1431,93.6771974435832,15.047884084971097,6.0,14.0,11,0.0075155929339902
0,360,93.6771974435832,15.047884084971097,0.0,14.0,14,0.0199399682905225
78,610,122.299437237519,30.8319059046492,0.0,26.0,5,0.4200496253318422
12,610,122.299437237519,30.8319059046492,0.0,26.0,0,0.0559739374195014
134,613,122.299437237519,30.8319059046492,0.0,26.0,17,0.4856930545633203
112,613,122.299437237519,30.8319059046492,0.0,26.0,0,0.0314878399878778
0,91,122.299437237519,30.8319059046492,2.0,26.0,14,0.0237824003897254
23,1600,122.299437237519,30.8319059046492,5.0,26.0,3,0.0469501094066769
33,1600,122.299437237519,30.8319059046492,5.0,26.0,0,0.0803773013107053
123,1600,122.299437237519,30.8319059046492,5.0,26.0,16,0.5379298638693689
2,199,122.299437237519,30.8319059046492,0.0,26.0,13,0.0132101280794198
146,1926,93.6771974435832,15.047884084971097,4.0,14.0,11,0.0070881758652057
112,1823,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0542404727630881
112,1972,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0967315705735282
112,1598,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0021304644291234
112,1562,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0024850367452079
112,1588,274.70898193692403,26.637510770071906,5.0,28.2,0,0.2266323206303507
112,557,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0141556178498371
112,1866,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0042275929994696
156,703,93.6771974435832,15.047884084971097,0.0,14.0,2,0.3690987124463519
123,455,44.7230757742448,17.622537763760466,0.0,44.05,16,0.8458193298706591
0,1889,112.2619412173,14.289474436432974,4.0,27.680000000000003,14,0.0405566915854738
101,1784,93.6771974435832,15.047884084971097,0.0,14.0,12,0.0280151474056806
112,2175,274.70898193692403,26.637510770071906,0.0,28.2,0,0.0187226305023107
112,2034,274.70898193692403,26.637510770071906,18.0,28.2,0,0.0754451094779907
90,795,107.127966860564,28.413315299263893,4.0,18.5,1,0.0026448582429121
2,1200,122.299437237519,30.8319059046492,0.0,26.0,13,0.0156006535963198
2,1313,122.299437237519,30.8319059046492,1.0,26.0,13,0.0415045428441146
134,1563,122.299437237519,30.8319059046492,1.0,26.0,17,0.5796369869580313
78,1563,122.299437237519,30.8319059046492,1.0,26.0,5,0.3911944464235376
1,1177,122.299437237519,30.8319059046492,5.0,26.0,15,0.0004270100854888
0,1697,122.299437237519,30.8319059046492,0.0,26.0,14,0.0770407396457041
145,1697,122.299437237519,30.8319059046492,0.0,26.0,18,0.0086756787952445
49,1697,122.299437237519,30.8319059046492,0.0,26.0,13,0.0141924507647827
75,1697,122.299437237519,30.8319059046492,0.0,26.0,0,0.0409291613000984
33,1697,122.299437237519,30.8319059046492,2.0,26.0,0,0.1727964239715129
123,1666,122.299437237519,30.8319059046492,3.0,26.0,16,0.6540075364090032
58,1570,122.299437237519,30.8319059046492,0.0,26.0,11,0.0007531177354193
78,1570,122.299437237519,30.8319059046492,0.0,26.0,5,0.432239118515329
0,1138,122.299437237519,30.8319059046492,0.0,26.0,14,0.1045774638795394
79,1978,274.70898193692403,26.637510770071906,24.0,28.2,1,0.0072523626181309
79,847,274.70898193692403,26.637510770071906,14.0,28.2,1,0.0047042352117605
79,2072,274.70898193692403,26.637510770071906,0.0,28.2,1,0.00030801540077
79,469,274.70898193692403,26.637510770071906,84.0,28.2,1,0.0045922296114805
79,771,274.70898193692403,26.637510770071906,1.0,28.2,1,0.000266013300665
79,1301,274.70898193692403,26.637510770071906,5.0,28.2,1,0.000350017500875
79,1936,274.70898193692403,26.637510770071906,4.0,28.2,1,0.0139866993349667
79,181,274.70898193692403,26.637510770071906,3.0,28.2,1,0.0012180609030451
79,185,274.70898193692403,26.637510770071906,0.0,28.2,1,0.0009940497024851
79,2177,274.70898193692403,26.637510770071906,1.0,28.2,1,0.0020581029051452
79,1792,274.70898193692403,26.637510770071906,0.0,28.2,1,0.0034441722086104
79,1886,274.70898193692403,26.637510770071906,4.0,28.2,1,0.0069583479173958
79,116,274.70898193692403,26.637510770071906,0.0,28.2,1,0.0016100805040252
33,1697,122.299437237519,30.8319059046492,0.0,26.0,0,0.1055634517766497
112,1697,122.299437237519,30.8319059046492,0.0,26.0,0,0.1016152738843851
0,1697,122.299437237519,30.8319059046492,2.0,26.0,14,0.1318927989016829
1,1697,122.299437237519,30.8319059046492,2.0,26.0,15,0.0008043585897388
75,1697,122.299437237519,30.8319059046492,2.0,26.0,0,0.029743192666111
123,1147,274.70898193692403,26.637510770071906,5.0,28.2,16,0.8444172862138033
123,1501,274.70898193692403,26.637510770071906,4.0,28.2,16,0.507757069626914
145,2036,64.7110998526161,28.29370430483317,2.0,17.93,18,0.0056014611326493
90,2036,64.7110998526161,28.29370430483317,2.0,17.93,1,0.0285614280714035
79,193,64.7110998526161,28.29370430483317,0.0,17.93,1,0.0308015400770038
79,219,237.30759674834,38.767233989074136,0.0,17.7,1,0.0015166958347917
156,219,237.30759674834,38.767233989074136,0.0,17.7,2,0.5175665236051502
145,128,237.30759674834,38.767233989074136,7.0,17.7,18,0.0040698519177366
0,128,237.30759674834,38.767233989074136,7.0,17.7,14,0.0794466122054915
90,128,237.30759674834,38.767233989074136,7.0,17.7,1,0.019927616380819
90,378,237.30759674834,38.767233989074136,4.0,17.7,1,0.0253612880644032
90,352,237.30759674834,38.767233989074136,1.0,17.7,1,0.0124606230311515
134,2128,64.7110998526161,28.29370430483317,2.0,17.93,17,0.5994939968271836
0,328,64.7110998526161,28.29370430483317,0.0,17.93,14,0.0032099078830823
0,366,64.7110998526161,28.29370430483317,65.0,17.93,14,0.0065507440212577
80,2167,64.7110998526161,28.29370430483317,1.0,17.93,12,0.2936131643726976
41,2167,64.7110998526161,28.29370430483317,1.0,17.93,0,0.0423516933100992
0,2167,64.7110998526161,28.29370430483317,1.0,17.93,14,0.0190906430469441
23,1757,64.7110998526161,28.29370430483317,1.0,17.93,3,0.1063676983247282
156,1757,64.7110998526161,28.29370430483317,1.0,17.93,2,0.5708154506437768
134,55,64.7110998526161,28.29370430483317,5.0,17.93,17,0.6214246168067437
134,1869,64.7110998526161,28.29370430483317,1.0,17.93,17,0.5959166616532129
101,1820,64.7110998526161,28.29370430483317,0.0,17.93,12,0.0403267060572456
80,1944,64.7110998526161,28.29370430483317,4.0,17.93,12,0.5918749206065829
41,1944,64.7110998526161,28.29370430483317,4.0,17.93,0,0.0594742025911053
97,2073,44.7230757742448,17.622537763760466,0.0,44.05,12,0.0182252953435117
123,366,64.7110998526161,28.29370430483317,65.0,17.93,16,0.6876803476253521
145,2167,64.7110998526161,28.29370430483317,1.0,17.93,18,0.0058730471269596
79,1757,64.7110998526161,28.29370430483317,1.0,17.93,1,0.0127406370318515
134,1757,64.7110998526161,28.29370430483317,1.0,17.93,17,0.5999606057629189
79,1869,64.7110998526161,28.29370430483317,1.0,17.93,1,0.0288414420721036
156,1869,64.7110998526161,28.29370430483317,1.0,17.93,2,0.5169098712446352
65,1869,64.7110998526161,28.29370430483317,1.0,17.93,4,0.1269329840631959
1,1626,64.7110998526161,28.29370430483317,2.0,17.93,15,0.0004170782570519
0,1154,122.299437237519,30.8319059046492,0.0,26.0,14,0.1806798289459698
2,1154,122.299437237519,30.8319059046492,0.0,26.0,13,0.2215491023672073
58,1630,122.299437237519,30.8319059046492,0.0,26.0,11,0.0006764768223807
80,1795,122.299437237519,30.8319059046492,3.0,26.0,12,0.212645611818547
58,1795,122.299437237519,30.8319059046492,3.0,26.0,11,0.0004226314861312
41,1795,122.299437237519,30.8319059046492,3.0,26.0,0,0.070712326691416
33,1795,122.299437237519,30.8319059046492,3.0,26.0,0,0.2614264717024017
58,1620,122.299437237519,30.8319059046492,0.0,26.0,11,0.0001063215906999
156,500,122.299437237519,30.8319059046492,0.0,26.0,2,0.4717467811158798
33,1620,122.299437237519,30.8319059046492,0.0,26.0,0,0.1753523751799378
101,767,122.299437237519,30.8319059046492,3.0,26.0,12,0.0276905356180326
17,222,93.6771974435832,15.047884084971097,4.0,14.0,11,3.543025237676877e-06
30,222,93.6771974435832,15.047884084971097,4.0,14.0,11,7.077544663039635e-07
120,222,93.6771974435832,15.047884084971097,4.0,14.0,11,7.077544663039635e-07
145,1626,64.7110998526161,28.29370430483317,2.0,17.93,18,0.0018671537108831
80,1820,64.7110998526161,28.29370430483317,0.0,17.93,12,0.1674420041816727
23,1944,64.7110998526161,28.29370430483317,4.0,17.93,3,0.0857162547883368
123,1944,64.7110998526161,28.29370430483317,4.0,17.93,16,0.6995620735309095
134,2036,64.7110998526161,28.29370430483317,2.0,17.93,17,0.4344699698887921
23,193,64.7110998526161,28.29370430483317,0.0,17.93,3,0.104417330477082
123,193,64.7110998526161,28.29370430483317,0.0,17.93,16,0.7178938792137693
101,666,64.7110998526161,28.29370430483317,1.0,17.93,12,0.0180965492616841
33,563,18.1485472672831,14.177182135138864,2.0,13.13,0,0.0085764073035836
65,563,18.1485472672831,14.177182135138864,2.0,13.13,4,0.4379092831698133
90,1299,18.1485472672831,14.177182135138864,33.0,13.13,1,0.0148407420371018
84,428,137.657705257705,21.99909212365624,6.0,14.899999999999997,11,1.4165721591471917e-06
84,1077,137.657705257705,21.99909212365624,5.0,14.899999999999997,11,1.3667068344556709e-05
1,1679,274.70898193692403,26.637510770071906,0.0,28.2,15,0.0002561006841546
33,1346,122.299437237519,30.8319059046492,0.0,26.0,0,0.0874666262595651
145,193,64.7110998526161,28.29370430483317,0.0,17.93,18,0.0340500940366505
84,1406,137.657705257705,21.99909212365624,0.0,14.899999999999997,11,1.4165721591471917e-06
0,130,93.6771974435832,15.047884084971097,1.0,14.0,14,0.0048944421612046
1,130,93.6771974435832,15.047884084971097,1.0,14.0,15,4.39029744265174e-05
65,130,93.6771974435832,15.047884084971097,1.0,14.0,4,0.0914001477129296
101,1224,122.299437237519,30.8319059046492,0.0,26.0,12,0.0455623800515671
41,1224,122.299437237519,30.8319059046492,0.0,26.0,0,0.0312396393666186
79,1224,122.299437237519,30.8319059046492,0.0,26.0,1,0.0020110605530276
156,1224,122.299437237519,30.8319059046492,0.0,26.0,2,0.5897725321888412
112,1224,122.299437237519,30.8319059046492,0.0,26.0,0,0.0087536328509735
79,321,122.299437237519,30.8319059046492,1.0,26.0,1,0.0033055092754637
78,889,122.299437237519,30.8319059046492,2.0,26.0,5,0.7292042909494175
1,565,122.299437237519,30.8319059046492,0.0,26.0,15,0.0001610129391821
2,1549,122.299437237519,30.8319059046492,0.0,26.0,13,0.0079906962447951
1,1549,122.299437237519,30.8319059046492,0.0,26.0,15,0.0002414322125879
49,1549,122.299437237519,30.8319059046492,0.0,26.0,13,0.0105305759884974
134,1049,122.299437237519,30.8319059046492,0.0,26.0,17,0.484812096892652
33,1549,122.299437237519,30.8319059046492,0.0,26.0,0,0.0212053640427305
134,954,122.299437237519,30.8319059046492,0.0,26.0,17,0.4585264601795623
78,954,122.299437237519,30.8319059046492,0.0,26.0,5,1.0
90,2138,122.299437237519,30.8319059046492,3.0,26.0,1,0.0075603780189009
65,620,122.299437237519,30.8319059046492,0.0,26.0,4,0.0101557209186767
80,561,93.6771974435832,15.047884084971097,0.0,14.0,12,0.0282056916067854
41,561,93.6771974435832,15.047884084971097,0.0,14.0,0,0.0327570270475035
79,1161,93.6771974435832,15.047884084971097,0.0,14.0,1,0.000322016100805
80,2078,93.6771974435832,15.047884084971097,0.0,14.0,12,0.0851869908092463
41,2078,93.6771974435832,15.047884084971097,0.0,14.0,0,0.0049761345556481
79,2078,93.6771974435832,15.047884084971097,0.0,14.0,1,0.0070983549177458
0,575,93.6771974435832,15.047884084971097,6.0,14.0,14,0.0329151170947741
81,575,93.6771974435832,15.047884084971097,6.0,14.0,6,0.0033120454609285
134,575,93.6771974435832,15.047884084971097,6.0,14.0,17,0.470347219884857
0,1522,93.6771974435832,15.047884084971097,4.0,14.0,14,0.1696823610274578
2,1549,122.299437237519,30.8319059046492,0.0,26.0,13,0.0135706453254618
49,1549,122.299437237519,30.8319059046492,0.0,26.0,13,0.0149783987870606
90,1549,122.299437237519,30.8319059046492,0.0,26.0,1,0.0055769408470423
90,1137,122.299437237519,30.8319059046492,0.0,26.0,1,0.0039435351767588
58,2138,122.299437237519,30.8319059046492,3.0,26.0,11,0.0001107517012802
78,2138,122.299437237519,30.8319059046492,3.0,26.0,5,0.4439825413002332
156,2138,122.299437237519,30.8319059046492,3.0,26.0,2,0.5200300429184549
33,2138,122.299437237519,30.8319059046492,3.0,26.0,0,0.0324751875142056
12,1989,122.299437237519,30.8319059046492,5.0,26.0,0,0.0552469126448973
90,1989,122.299437237519,30.8319059046492,5.0,26.0,1,0.0122272733636681
101,1830,122.299437237519,30.8319059046492,0.0,26.0,12,0.0269657810080646
145,1830,122.299437237519,30.8319059046492,0.0,26.0,18,0.0124162326948799
75,89,377.379590488771,24.6255027667738,5.0,40.14,0,0.0353984392757027
90,89,377.379590488771,24.6255027667738,5.0,40.14,1,0.0116439201960097
101,309,122.299437237519,30.8319059046492,0.0,26.0,12,0.0141625839853607
23,309,122.299437237519,30.8319059046492,0.0,26.0,3,0.1321400060877205
112,309,122.299437237519,30.8319059046492,0.0,26.0,0,0.1587117205848927
58,1016,122.299437237519,30.8319059046492,1.0,26.0,11,5.759037431697304e-05
58,311,122.299437237519,30.8319059046492,2.0,26.0,11,5.640898786831123e-05
65,311,122.299437237519,30.8319059046492,2.0,26.0,4,0.0602574264013889
75,488,122.299437237519,30.8319059046492,0.0,26.0,0,0.0210369573452534
90,865,122.299437237519,30.8319059046492,4.0,26.0,1,0.0227277563878193
2,2172,122.299437237519,30.8319059046492,0.0,26.0,13,0.0254127687569259
49,2172,122.299437237519,30.8319059046492,0.0,26.0,13,0.0167351492835531
90,2172,122.299437237519,30.8319059046492,0.0,26.0,1,0.0493290864543227
123,2172,122.299437237519,30.8319059046492,0.0,26.0,16,0.7541365380045493
23,2142,122.299437237519,30.8319059046492,0.0,26.0,3,0.1326663641950138
78,2142,122.299437237519,30.8319059046492,0.0,26.0,5,0.1454428023133706
156,2142,122.299437237519,30.8319059046492,0.0,26.0,2,0.4892703862660944
33,2142,122.299437237519,30.8319059046492,0.0,26.0,0,0.1003785135237518
112,2142,122.299437237519,30.8319059046492,0.0,26.0,0,0.0987874839002954
0,1874,122.299437237519,30.8319059046492,1.0,26.0,14,0.0507436538352524
75,1874,122.299437237519,30.8319059046492,1.0,26.0,0,0.020525130691719
80,1849,122.299437237519,30.8319059046492,0.0,26.0,12,0.2160788406672823
101,1107,93.6771974435832,15.047884084971097,0.0,14.0,12,0.0015020376213217
145,1107,93.6771974435832,15.047884084971097,0.0,14.0,18,0.0011813990752496
156,2078,93.6771974435832,15.047884084971097,0.0,14.0,2,0.5439914163090129
33,2078,93.6771974435832,15.047884084971097,0.0,14.0,0,0.0012546405030684
2,575,93.6771974435832,15.047884084971097,6.0,14.0,13,4.80008797846358e-05
145,575,93.6771974435832,15.047884084971097,6.0,14.0,18,0.0109041776715574
49,575,93.6771974435832,15.047884084971097,6.0,14.0,13,0.0001694533185929
90,575,93.6771974435832,15.047884084971097,6.0,14.0,1,0.1748687434371718
123,575,93.6771974435832,15.047884084971097,6.0,14.0,16,0.5473741385748719
145,242,122.299437237519,30.8319059046492,3.0,26.0,18,0.0425610559263458
75,1298,122.299437237519,30.8319059046492,0.0,26.0,0,0.0318148344571558
90,947,122.299437237519,30.8319059046492,6.0,26.0,1,0.0125772908645432
2,89,377.379590488771,24.6255027667738,5.0,40.14,13,0.0393735080407397
145,89,377.379590488771,24.6255027667738,5.0,40.14,18,0.0027347215904075
49,89,377.379590488771,24.6255027667738,5.0,40.14,13,0.0216396136431654
80,309,122.299437237519,30.8319059046492,0.0,26.0,12,0.0658755935194372
41,309,122.299437237519,30.8319059046492,0.0,26.0,0,0.0110361997120994
79,309,122.299437237519,30.8319059046492,0.0,26.0,1,0.0004919901995099
80,1016,122.299437237519,30.8319059046492,1.0,26.0,12,0.1499897003134538
12,311,122.299437237519,30.8319059046492,2.0,26.0,0,0.1441269793166148
79,2138,122.299437237519,30.8319059046492,3.0,26.0,1,0.0052091144557227
101,1989,122.299437237519,30.8319059046492,5.0,26.0,12,0.0244622705315668
123,2078,93.6771974435832,15.047884084971097,0.0,14.0,16,0.6180873816070882
82,575,93.6771974435832,15.047884084971097,6.0,14.0,7,0.190712823742423
101,575,93.6771974435832,15.047884084971097,6.0,14.0,12,0.0434646772249897
156,575,93.6771974435832,15.047884084971097,6.0,14.0,2,0.5450643776824033
82,1522,93.6771974435832,15.047884084971097,4.0,14.0,7,0.2524010076359914
101,1522,93.6771974435832,15.047884084971097,4.0,14.0,12,0.1374012517552382
79,1684,93.6771974435832,15.047884084971097,5.0,14.0,1,0.0855862793139656
134,1684,93.6771974435832,15.047884084971097,5.0,14.0,17,0.5458339692176218
80,73,93.6771974435832,15.047884084971097,2.0,14.0,12,0.0680208465655695
41,73,93.6771974435832,15.047884084971097,2.0,14.0,0,0.0049761345556481
41,1427,122.299437237519,30.8319059046492,2.0,26.0,0,0.0355329949238578
101,620,122.299437237519,30.8319059046492,0.0,26.0,12,0.0228172389286952
156,620,122.299437237519,30.8319059046492,0.0,26.0,2,0.3648068669527897
12,620,122.299437237519,30.8319059046492,0.0,26.0,0,0.0921030381089476
58,242,122.299437237519,30.8319059046492,3.0,26.0,11,0.0003127647437405
49,242,122.299437237519,30.8319059046492,3.0,26.0,13,0.0072443336289098
90,242,122.299437237519,30.8319059046492,3.0,26.0,1,0.0443122156107805
123,242,122.299437237519,30.8319059046492,3.0,26.0,16,0.7023050548256783
112,947,122.299437237519,30.8319059046492,6.0,26.0,0,0.0726485339798469
2,907,122.299437237519,30.8319059046492,4.0,26.0,13,0.0554072317022484
33,907,122.299437237519,30.8319059046492,4.0,26.0,0,0.0633029774982953
58,89,377.379590488771,24.6255027667738,5.0,40.14,11,0.000239224908108
123,652,122.299437237519,30.8319059046492,2.0,26.0,16,0.7606137760124924
0,1913,122.299437237519,30.8319059046492,3.0,26.0,14,0.1248095204782993
2,1913,122.299437237519,30.8319059046492,3.0,26.0,13,0.0115124493039218
123,1913,122.299437237519,30.8319059046492,3.0,26.0,16,0.7708184811759515
90,91,122.299437237519,30.8319059046492,2.0,26.0,1,0.0095438151907595
75,1600,122.299437237519,30.8319059046492,5.0,26.0,0,0.0430250776573982
101,199,122.299437237519,30.8319059046492,0.0,26.0,12,0.0165229288188662
0,1101,122.299437237519,30.8319059046492,2.0,26.0,14,0.0081103498494242
2,1101,122.299437237519,30.8319059046492,2.0,26.0,13,0.0156328856764476
1,1101,122.299437237519,30.8319059046492,2.0,26.0,15,0.0004208246442029
12,1514,122.299437237519,30.8319059046492,1.0,26.0,0,0.0204309114326842
90,1514,122.299437237519,30.8319059046492,1.0,26.0,1,0.0019600980049002
2,1878,122.299437237519,30.8319059046492,0.0,26.0,13,0.0378946315734345
12,1878,122.299437237519,30.8319059046492,0.0,26.0,0,0.0417434654140465
75,652,122.299437237519,30.8319059046492,2.0,26.0,0,0.0396072429729524
23,1596,122.299437237519,30.8319059046492,0.0,26.0,3,0.1064633214833363
12,1596,122.299437237519,30.8319059046492,0.0,26.0,0,0.0436466398969618
112,1596,122.299437237519,30.8319059046492,0.0,26.0,0,0.0248834305629214
134,723,93.6771974435832,15.047884084971097,1.0,14.0,17,0.5431382138595671
112,723,93.6771974435832,15.047884084971097,1.0,14.0,0,0.0735752708538525
75,214,122.299437237519,30.8319059046492,0.0,26.0,0,0.0245557390711417
79,113,122.299437237519,30.8319059046492,0.0,26.0,1,0.0045428631431571
1,29,122.299437237519,30.8319059046492,0.0,26.0,15,0.0003342211490384
90,29,122.299437237519,30.8319059046492,0.0,26.0,1,0.0102438501925096
33,1582,122.299437237519,30.8319059046492,1.0,26.0,0,0.1654952647927874
99,156,93.6771974435832,15.047884084971097,0.0,14.0,11,1.7719379094541445e-05
12,1582,122.299437237519,30.8319059046492,1.0,26.0,0,0.1859934843548753
49,1582,122.299437237519,30.8319059046492,1.0,26.0,13,0.0330031580902235
90,1582,122.299437237519,30.8319059046492,1.0,26.0,1,0.010827203360168
2,633,122.299437237519,30.8319059046492,0.0,26.0,13,0.0439372682834125
33,633,122.299437237519,30.8319059046492,0.0,26.0,0,0.0712835820895522
90,1624,122.299437237519,30.8319059046492,1.0,26.0,1,0.002776800840042
79,1787,122.299437237519,30.8319059046492,0.0,26.0,1,0.0055974518725936
49,1787,122.299437237519,30.8319059046492,0.0,26.0,13,0.0147381492772619
113,156,93.6771974435832,15.047884084971097,0.0,14.0,11,3.533456198823493e-07
148,156,93.6771974435832,15.047884084971097,0.0,14.0,11,7.088070605778357e-05
79,156,93.6771974435832,15.047884084971097,0.0,14.0,10,0.0
79,1654,122.299437237519,30.8319059046492,0.0,26.0,1,0.0085632761638081
80,1582,122.299437237519,30.8319059046492,1.0,26.0,12,0.2810252307988094
41,1582,122.299437237519,30.8319059046492,1.0,26.0,0,0.0218955981513751
79,1582,122.299437237519,30.8319059046492,1.0,26.0,1,0.0057611620581029
1,633,122.299437237519,30.8319059046492,0.0,26.0,15,0.0002847327406431
134,633,122.299437237519,30.8319059046492,0.0,26.0,17,0.5222963480633893
49,1624,122.299437237519,30.8319059046492,1.0,26.0,13,0.0299436841422822
